name,value,year,lastvalue
Baldwin,1,36,1
Baldwin,1,37,1
Baldwin,1,38,1
Baldwin,1,39,1
Baldwin,1,40,1
Baldwin,1,41,1
Baldwin,2,42,1
Baldwin,2,43,2
Baldwin,2,44,2
Baldwin,2,45,2
Baldwin,2,46,2
Baldwin,2,47,2
Baldwin,2,48,2
Baldwin,2,49,2
Baldwin,2,50,2
Baldwin,2,51,2
Baldwin,2,52,2
Baldwin,2,53,2
Baldwin,2,54,2
Baldwin,2,55,2
Baldwin,2,56,2
Baldwin,2,57,2
Baldwin,2,58,2
Baldwin,2,59,2
Baldwin,2,60,2
Baldwin,2,61,2
Baldwin,3,62,2
Baldwin,3,63,3
Baldwin,3,64,3
Baldwin,3,65,3
Baldwin,3,66,3
Baldwin,4,67,3
Baldwin,4,68,4
Baldwin,4,69,4
Baldwin,4,70,4
Baldwin,4,71,4
Baldwin,4,72,4
Baldwin,4,73,4
Baldwin,4,74,4
Baldwin,4,75,4
Baldwin,4,76,4
Baldwin,4,77,4
Baldwin,4,78,4
Baldwin,4,79,4
Baldwin,4,80,4
Baldwin,4,81,4
Baldwin,4,82,4
Baldwin,4,83,4
Baldwin,4,84,4
Baldwin,4,85,4
Baldwin,4,86,4
Baldwin,4,87,4
Baldwin,4,88,4
Baldwin,4,89,4
Baldwin,4,90,4
Baldwin,4,91,4
Baldwin,4,92,4
Baldwin,4,93,4
Baldwin,4,94,4
Baldwin,4,95,4
Baldwin,4,96,4
Baldwin,4,97,4
Baldwin,4,98,4
Baldwin,4,99,4
Baldwin,4,100,4
Baldwin,4,101,4
Baldwin,4,102,4
Baldwin,4,103,4
Baldwin,4,104,4
Baldwin,4,105,4
Baldwin,4,106,4
Baldwin,4,107,4
Baldwin,4,108,4
Baldwin,4,109,4
Baldwin,4,110,4
Baldwin,4,111,4
Baldwin,4,112,4
Baldwin,4,113,4
Baldwin,4,114,4
Baldwin,4,115,4
Baldwin,4,116,4
Baldwin,4,117,4
Baldwin,4,118,4
Baldwin,4,119,4
Baldwin,4,120,4
Baldwin,4,121,4
Baldwin,4,122,4
Baldwin,4,123,4
Baldwin,4,124,4
Baldwin,4,125,4
Baldwin,4,126,4
Baldwin,4,127,4
Baldwin,4,128,4
Baldwin,4,129,4
Baldwin,4,130,4
Baldwin,4,131,4
Baldwin,4,132,4
Baldwin,4,133,4
Baldwin,4,134,4
Baldwin,4,135,4
Baldwin,4,136,4
Baldwin,4,137,4
Baldwin,4,138,4
Baldwin,4,139,4
Baldwin,4,140,4
Macdonald,0,1,0
Macdonald,0,2,0
Macdonald,0,3,0
Macdonald,0,4,0
Macdonald,0,5,0
Macdonald,0,6,0
Macdonald,0,7,0
Macdonald,0,8,0
Macdonald,0,9,0
Macdonald,0,10,0
Macdonald,0,11,0
Macdonald,0,12,0
Macdonald,0,13,0
Macdonald,0,14,0
Macdonald,0,15,0
Macdonald,0,16,0
Macdonald,0,17,0
Macdonald,0,18,0
Macdonald,0,19,0
Macdonald,0,20,0
Macdonald,1,21,0
Macdonald,1,22,1
Macdonald,1,23,1
Macdonald,1,24,1
Macdonald,1,25,1
Macdonald,1,26,1
